crop,soil_type,soil_ph,temperature,humidity,rainfall,disease
Pepper,Sandy,6.1,24,93,177,Bacterial Leaf Spot
Pepper,Clay,6.9,25,74,69,Bacterial Spot
Pepper,Clay,7.0,33,88,45,Bacterial Spot
Potato,Clay,7.0,20,78,175,Early Blight
Tomato,Sandy,6.6,20,57,40,Healthy
Potato,Loamy,6.2,27,55,135,Healthy
Potato,Loamy,7.1,22,69,25,Healthy
Potato,Loamy,5.8,24,69,58,Healthy
Potato,Sandy,7.0,34,88,161,Late Blight
Potato,Loamy,6.9,28,79,29,Early Blight
Pepper,Clay,6.1,27,84,121,Bacterial Leaf Spot
Potato,Loamy,5.7,32,88,119,Late Blight
Potato,Loamy,5.8,28,58,89,Healthy
Pepper,Clay,6.1,25,94,89,Bacterial Spot
Potato,Sandy,6.3,35,85,142,Late Blight
Potato,Sandy,5.9,28,79,11,Early Blight
Tomato,Sandy,6.9,22,92,55,Early Blight
Tomato,Loamy,6.9,34,87,118,Late Blight
Tomato,Sandy,6.3,18,74,74,Early Blight
Potato,Clay,6.0,20,67,30,Healthy
Pepper,Clay,6.2,19,78,112,Bacterial Spot
Potato,Loamy,6.2,32,86,71,Early Blight
Tomato,Loamy,6.0,34,66,35,Healthy
Potato,Loamy,6.5,23,81,160,Late Blight
Pepper,Sandy,6.5,28,67,174,Healthy
Tomato,Loamy,7.2,18,58,25,Healthy
Tomato,Clay,6.6,19,83,63,Early Blight
Pepper,Loamy,6.9,35,66,118,Healthy
Tomato,Loamy,7.2,21,89,46,Early Blight
Tomato,Sandy,5.9,35,71,121,Early Blight
Pepper,Clay,7.1,24,74,127,Bacterial Spot
Potato,Clay,6.1,33,73,70,Early Blight
Tomato,Loamy,6.3,29,89,119,Late Blight
Potato,Sandy,7.0,21,78,98,Early Blight
Tomato,Sandy,7.0,22,55,89,Healthy
Pepper,Loamy,6.6,25,63,166,Healthy
Potato,Sandy,6.1,33,63,104,Healthy
Pepper,Loamy,6.1,22,85,162,Bacterial Leaf Spot
Pepper,Clay,5.5,25,82,83,Bacterial Spot
Potato,Sandy,6.0,28,90,176,Late Blight
Potato,Sandy,7.1,22,83,105,Late Blight
Potato,Sandy,6.9,20,70,129,Healthy
Pepper,Sandy,5.9,23,71,169,Bacterial Spot
Tomato,Loamy,6.3,34,58,43,Healthy
Potato,Loamy,6.2,21,92,139,Late Blight
Tomato,Clay,6.3,25,81,32,Early Blight
Pepper,Sandy,7.1,32,67,150,Healthy
Pepper,Sandy,6.7,31,69,101,Healthy
Potato,Sandy,6.6,23,73,79,Early Blight
Potato,Clay,6.9,32,85,99,Early Blight
Tomato,Clay,6.9,34,65,165,Healthy
Tomato,Sandy,6.5,18,87,78,Early Blight
Potato,Sandy,7.2,18,65,163,Healthy
Tomato,Sandy,5.8,32,84,80,Early Blight
Tomato,Clay,7.1,19,80,165,Early Blight
Potato,Clay,6.8,28,60,145,Healthy
Pepper,Loamy,6.3,29,82,129,Bacterial Leaf Spot
Pepper,Clay,6.7,22,67,115,Healthy
Potato,Loamy,5.8,23,79,34,Early Blight
Potato,Clay,5.6,27,63,147,Healthy
Pepper,Loamy,7.1,33,58,169,Healthy
Pepper,Loamy,6.2,30,74,22,Bacterial Spot
Pepper,Clay,7.1,35,63,165,Healthy
Potato,Loamy,5.9,27,73,157,Early Blight
Potato,Sandy,5.9,26,77,163,Early Blight
Pepper,Clay,6.9,27,85,110,Bacterial Leaf Spot
Tomato,Sandy,7.2,24,94,126,Late Blight
Tomato,Sandy,7.0,28,78,139,Early Blight
Potato,Clay,6.3,23,82,58,Early Blight
Tomato,Loamy,6.7,30,81,108,Late Blight
Potato,Loamy,5.6,32,58,110,Healthy
Tomato,Sandy,6.0,33,80,160,Early Blight
Potato,Loamy,6.9,26,83,39,Early Blight
Tomato,Sandy,6.2,27,82,108,Late Blight
Pepper,Loamy,5.7,26,90,129,Bacterial Leaf Spot
Pepper,Sandy,6.6,25,87,66,Bacterial Spot
Tomato,Clay,6.3,21,63,41,Healthy
Tomato,Clay,6.0,29,76,131,Early Blight
Pepper,Sandy,7.2,21,60,118,Healthy
Pepper,Loamy,6.1,34,78,104,Bacterial Spot
Tomato,Sandy,6.8,23,91,40,Early Blight
Pepper,Loamy,6.2,19,80,125,Bacterial Spot
Pepper,Loamy,7.0,23,86,139,Bacterial Leaf Spot
Tomato,Sandy,7.2,19,75,20,Early Blight
Tomato,Clay,7.0,20,69,172,Healthy
Potato,Clay,6.8,30,64,123,Healthy
Pepper,Clay,5.8,34,69,137,Healthy
Tomato,Sandy,5.6,33,64,132,Healthy
Pepper,Loamy,6.5,25,55,159,Healthy
Pepper,Clay,6.8,35,85,171,Bacterial Leaf Spot
Pepper,Loamy,5.6,25,68,50,Healthy
Tomato,Loamy,6.7,26,88,109,Late Blight
Tomato,Clay,5.7,35,72,86,Early Blight
Potato,Sandy,6.1,18,89,146,Late Blight
Pepper,Loamy,7.2,18,59,45,Healthy
Tomato,Sandy,5.7,31,91,120,Late Blight
Tomato,Sandy,6.5,25,65,126,Healthy
Pepper,Clay,7.0,24,57,29,Healthy
Pepper,Sandy,6.6,24,67,34,Healthy
Pepper,Loamy,7.0,26,57,75,Healthy
Potato,Clay,6.1,26,68,124,Healthy
Pepper,Loamy,7.1,32,73,148,Bacterial Spot
Pepper,Sandy,6.8,32,71,57,Bacterial Spot
Pepper,Clay,7.2,23,91,79,Bacterial Spot
Potato,Loamy,7.1,19,88,151,Late Blight
Potato,Sandy,6.7,31,88,179,Late Blight
Pepper,Sandy,6.1,32,58,139,Healthy
Potato,Loamy,6.5,35,77,168,Early Blight
Pepper,Loamy,5.7,30,68,49,Healthy
Tomato,Sandy,7.0,23,73,123,Early Blight
Pepper,Sandy,6.0,31,57,161,Healthy
Pepper,Sandy,6.9,29,77,64,Bacterial Spot
Potato,Sandy,5.8,25,88,163,Late Blight
Potato,Clay,6.2,20,67,87,Healthy
Tomato,Loamy,5.8,26,74,58,Early Blight
Tomato,Loamy,5.8,24,90,17,Early Blight
Tomato,Loamy,5.6,28,68,18,Healthy
Potato,Clay,7.1,33,57,35,Healthy
Tomato,Clay,6.3,27,73,141,Early Blight
Pepper,Sandy,6.3,25,95,165,Bacterial Leaf Spot
Tomato,Loamy,6.3,28,67,171,Healthy
Potato,Loamy,6.9,28,93,176,Late Blight
Tomato,Clay,6.9,26,72,123,Early Blight
Tomato,Clay,5.7,31,68,174,Healthy
Potato,Clay,5.6,22,55,144,Healthy
Tomato,Sandy,7.1,33,62,24,Healthy
Pepper,Sandy,5.9,29,84,48,Bacterial Spot
Potato,Clay,6.7,28,70,169,Healthy
Pepper,Clay,6.6,32,70,146,Healthy
Tomato,Clay,5.8,29,70,48,Healthy
Pepper,Loamy,7.0,25,73,151,Bacterial Spot
Tomato,Loamy,5.7,27,59,32,Healthy
Tomato,Sandy,6.1,26,85,133,Late Blight
Potato,Sandy,6.3,21,60,54,Healthy
Pepper,Clay,6.5,20,93,107,Bacterial Leaf Spot
Tomato,Loamy,6.3,19,91,127,Late Blight
Tomato,Loamy,5.8,32,93,153,Late Blight
Potato,Loamy,6.9,23,78,146,Early Blight
Tomato,Sandy,5.6,28,89,37,Early Blight
Pepper,Clay,6.9,29,71,119,Bacterial Spot
Pepper,Loamy,5.9,22,68,21,Healthy
Tomato,Loamy,7.2,20,79,172,Early Blight
Potato,Clay,6.9,25,64,100,Healthy
Tomato,Sandy,6.7,30,82,108,Late Blight
Pepper,Clay,5.9,29,87,91,Bacterial Spot
Potato,Clay,6.4,25,74,95,Early Blight
Tomato,Loamy,6.9,23,73,68,Early Blight
Pepper,Clay,6.0,30,94,95,Bacterial Spot
Potato,Loamy,6.2,18,59,49,Healthy
Pepper,Clay,6.1,22,72,180,Bacterial Spot
Potato,Clay,5.6,34,89,175,Late Blight
Tomato,Sandy,6.7,18,69,149,Healthy
Potato,Sandy,7.0,32,68,19,Healthy
Potato,Clay,5.6,28,78,126,Early Blight
Potato,Loamy,6.2,25,59,128,Healthy
Pepper,Loamy,5.8,30,66,56,Healthy
Potato,Sandy,5.9,19,90,174,Late Blight
Pepper,Sandy,5.6,25,86,147,Bacterial Leaf Spot
Potato,Sandy,6.8,30,85,171,Late Blight
Tomato,Loamy,7.1,26,64,134,Healthy
Pepper,Loamy,6.4,26,84,133,Bacterial Leaf Spot
Potato,Loamy,7.1,32,64,48,Healthy
Tomato,Sandy,5.8,31,73,141,Early Blight
Potato,Loamy,6.1,28,94,150,Late Blight
Potato,Sandy,6.2,31,56,70,Healthy
Potato,Clay,5.6,21,94,17,Early Blight
Tomato,Sandy,6.8,33,63,61,Healthy
Potato,Clay,6.8,29,64,23,Healthy
Pepper,Loamy,5.5,26,77,125,Bacterial Spot
Pepper,Loamy,6.8,30,60,92,Healthy
Pepper,Sandy,7.1,34,57,117,Healthy
Pepper,Sandy,6.2,26,71,81,Bacterial Spot
Pepper,Clay,6.4,19,56,86,Healthy
Tomato,Loamy,7.1,27,80,66,Early Blight
Tomato,Clay,6.6,34,70,115,Healthy
Potato,Sandy,6.7,23,88,143,Late Blight
Potato,Loamy,7.0,27,66,90,Healthy
Pepper,Clay,6.8,22,94,18,Bacterial Spot
Potato,Clay,6.4,30,90,59,Early Blight
Pepper,Clay,5.7,23,59,164,Healthy
Pepper,Loamy,6.7,25,94,47,Bacterial Spot
Potato,Sandy,6.4,33,82,18,Early Blight
Tomato,Clay,6.1,28,94,69,Early Blight
Potato,Sandy,6.0,25,90,153,Late Blight
Potato,Sandy,5.9,29,77,76,Early Blight
Pepper,Loamy,6.5,32,61,163,Healthy
Pepper,Sandy,6.3,23,56,77,Healthy
Pepper,Sandy,6.1,30,75,136,Bacterial Spot
Tomato,Sandy,6.9,25,64,44,Healthy
Potato,Loamy,6.6,18,76,38,Early Blight
Pepper,Clay,6.1,28,59,41,Healthy
Potato,Loamy,6.1,32,56,41,Healthy
Tomato,Loamy,6.1,34,82,70,Early Blight
Potato,Clay,6.1,26,84,109,Late Blight
Tomato,Sandy,6.6,21,64,24,Healthy
Pepper,Sandy,6.8,28,65,119,Healthy
Pepper,Loamy,7.0,31,62,140,Healthy
Potato,Sandy,6.7,18,67,97,Healthy
Tomato,Clay,7.1,32,55,148,Healthy
Tomato,Clay,6.5,23,85,111,Late Blight
Tomato,Sandy,7.1,28,67,39,Healthy
Tomato,Clay,6.2,25,55,156,Healthy
Potato,Clay,7.1,25,63,70,Healthy
Pepper,Loamy,6.1,29,95,171,Bacterial Leaf Spot
Tomato,Loamy,6.2,25,91,57,Early Blight
Potato,Loamy,7.0,28,61,92,Healthy
Potato,Clay,5.7,18,88,170,Late Blight
Pepper,Clay,6.5,25,91,147,Bacterial Leaf Spot
Tomato,Loamy,6.5,32,56,24,Healthy
Potato,Loamy,7.2,32,93,95,Early Blight
Potato,Sandy,6.8,18,77,83,Early Blight
Tomato,Clay,6.2,24,70,68,Healthy
Potato,Sandy,5.7,24,89,111,Late Blight
Tomato,Loamy,6.8,20,58,45,Healthy
Potato,Sandy,6.3,26,66,12,Healthy
Tomato,Sandy,7.0,25,56,152,Healthy
Tomato,Sandy,5.7,24,56,112,Healthy
Potato,Clay,5.9,23,69,129,Healthy
Pepper,Clay,6.1,33,71,123,Bacterial Spot
Potato,Sandy,6.3,22,57,98,Healthy
Potato,Sandy,5.7,22,55,125,Healthy
Potato,Clay,6.5,26,56,97,Healthy
Pepper,Loamy,6.6,35,74,152,Bacterial Spot
Potato,Clay,6.3,31,85,40,Early Blight
Tomato,Loamy,6.2,28,58,121,Healthy
Tomato,Loamy,6.6,32,86,38,Early Blight
Tomato,Loamy,5.6,26,67,38,Healthy
Tomato,Clay,6.0,29,73,125,Early Blight
Potato,Loamy,5.7,26,88,48,Early Blight
Potato,Clay,6.8,27,76,140,Early Blight
Potato,Clay,5.7,35,72,11,Early Blight
Pepper,Clay,5.7,24,92,141,Bacterial Leaf Spot
Pepper,Loamy,6.5,25,57,126,Healthy
Potato,Clay,5.7,34,59,140,Healthy
Potato,Clay,6.6,32,77,57,Early Blight
Pepper,Loamy,6.6,25,80,102,Bacterial Spot
Potato,Clay,7.1,25,71,24,Early Blight
Pepper,Clay,7.1,34,92,106,Bacterial Leaf Spot
Potato,Sandy,5.7,33,73,124,Early Blight
Potato,Loamy,5.9,20,90,93,Early Blight
Pepper,Loamy,6.8,21,92,57,Bacterial Spot
Potato,Clay,5.9,24,60,28,Healthy
Pepper,Loamy,5.7,28,79,32,Bacterial Spot
Pepper,Loamy,6.6,24,75,149,Bacterial Spot
Pepper,Loamy,6.0,20,95,171,Bacterial Leaf Spot
Tomato,Clay,6.8,18,86,169,Late Blight
Tomato,Loamy,5.7,31,71,24,Early Blight
Tomato,Loamy,5.6,24,75,119,Early Blight
Potato,Loamy,6.7,27,88,142,Late Blight
Pepper,Loamy,5.6,34,95,94,Bacterial Spot
Pepper,Clay,6.8,23,73,28,Bacterial Spot
Potato,Loamy,6.1,22,55,39,Healthy
Potato,Sandy,7.0,21,67,136,Healthy
Tomato,Sandy,5.9,33,84,115,Late Blight
Potato,Loamy,5.7,22,70,57,Healthy
Tomato,Clay,6.0,24,55,16,Healthy
Pepper,Clay,6.7,19,60,95,Healthy
Potato,Sandy,6.8,24,74,133,Early Blight
Tomato,Clay,6.1,23,57,39,Healthy
Potato,Sandy,6.4,19,95,127,Late Blight
Potato,Clay,6.4,26,75,52,Early Blight
Tomato,Sandy,5.8,28,90,68,Early Blight
Tomato,Sandy,5.7,21,72,122,Early Blight
Potato,Loamy,6.3,29,92,133,Late Blight
Tomato,Clay,6.8,32,62,10,Healthy
Potato,Sandy,6.1,27,73,60,Early Blight
Pepper,Clay,5.6,33,94,154,Bacterial Leaf Spot
Tomato,Clay,6.9,29,83,122,Late Blight
Pepper,Clay,5.8,23,77,75,Bacterial Spot
Potato,Clay,6.9,28,93,162,Late Blight
Potato,Loamy,6.4,28,82,143,Late Blight
Pepper,Clay,7.1,32,84,138,Bacterial Leaf Spot
Tomato,Loamy,6.2,23,90,83,Early Blight
Pepper,Sandy,6.8,19,71,55,Bacterial Spot
Potato,Clay,6.1,30,73,150,Early Blight
Tomato,Sandy,6.2,28,81,48,Early Blight
Potato,Loamy,7.0,19,72,99,Early Blight
Tomato,Sandy,5.8,29,75,41,Early Blight
Pepper,Sandy,7.0,32,82,132,Bacterial Leaf Spot
Potato,Loamy,5.5,34,55,94,Healthy
Pepper,Loamy,7.0,26,85,96,Bacterial Spot
Tomato,Sandy,6.3,34,76,52,Early Blight
Tomato,Sandy,6.8,22,85,65,Early Blight
Tomato,Sandy,6.2,25,83,105,Late Blight
Pepper,Clay,7.0,35,94,150,Bacterial Leaf Spot
Pepper,Clay,6.6,31,85,36,Bacterial Spot
Potato,Sandy,6.2,21,83,102,Late Blight
Potato,Sandy,6.0,22,82,28,Early Blight
Pepper,Loamy,6.3,32,66,38,Healthy
Potato,Loamy,5.6,18,61,157,Healthy
Potato,Clay,6.1,23,90,29,Early Blight
Tomato,Clay,6.1,31,82,89,Early Blight
Pepper,Clay,7.0,23,71,153,Bacterial Spot
Potato,Sandy,5.7,32,93,40,Early Blight
Potato,Clay,6.2,30,95,31,Early Blight
Pepper,Sandy,6.2,35,94,113,Bacterial Leaf Spot
Potato,Loamy,6.9,23,84,12,Early Blight
Tomato,Clay,6.7,32,61,88,Healthy
Potato,Loamy,6.4,19,60,123,Healthy
Tomato,Clay,6.2,31,80,103,Early Blight
Tomato,Sandy,5.8,27,72,27,Early Blight
Pepper,Clay,5.5,30,59,59,Healthy
Pepper,Loamy,6.3,32,92,139,Bacterial Leaf Spot
Pepper,Clay,6.6,30,79,161,Bacterial Spot
Tomato,Clay,7.1,32,85,104,Late Blight
Tomato,Loamy,6.4,29,83,117,Late Blight
Potato,Clay,7.0,20,57,46,Healthy
Pepper,Sandy,6.9,23,89,39,Bacterial Spot
Potato,Loamy,6.1,31,55,179,Healthy
Tomato,Clay,6.9,19,85,75,Early Blight
Tomato,Sandy,5.5,31,94,93,Early Blight
Potato,Loamy,6.3,28,88,93,Early Blight
Potato,Clay,6.0,19,71,168,Early Blight
Pepper,Clay,6.7,34,68,137,Healthy
Tomato,Clay,7.2,33,62,85,Healthy
Tomato,Clay,7.1,18,88,148,Late Blight
Tomato,Sandy,5.7,29,80,60,Early Blight
Potato,Clay,6.4,34,63,138,Healthy
Potato,Loamy,6.9,22,93,52,Early Blight
Pepper,Clay,6.7,26,88,27,Bacterial Spot
Pepper,Loamy,7.1,28,70,92,Healthy
Pepper,Loamy,7.0,28,89,18,Bacterial Spot
Tomato,Loamy,5.8,18,65,149,Healthy
Potato,Loamy,6.0,20,85,95,Early Blight
Pepper,Sandy,7.1,34,69,142,Healthy
Pepper,Loamy,5.8,34,86,37,Bacterial Spot
Tomato,Sandy,6.9,22,64,84,Healthy
Pepper,Clay,6.7,22,77,129,Bacterial Spot
Potato,Sandy,6.3,28,57,151,Healthy
Potato,Loamy,5.8,31,65,47,Healthy
Tomato,Sandy,6.5,30,83,136,Late Blight
Pepper,Loamy,7.0,25,59,139,Healthy
Pepper,Clay,6.2,21,72,87,Bacterial Spot
Potato,Loamy,5.5,24,88,48,Early Blight
Potato,Clay,6.0,30,94,78,Early Blight
Potato,Loamy,5.6,25,64,118,Healthy
Potato,Loamy,5.7,19,55,88,Healthy
Tomato,Loamy,5.7,27,55,143,Healthy
Pepper,Loamy,5.8,35,93,25,Bacterial Spot
Pepper,Loamy,6.9,34,77,72,Bacterial Spot
Tomato,Sandy,6.7,19,77,75,Early Blight
Pepper,Sandy,6.4,22,93,82,Bacterial Spot
Potato,Sandy,6.0,29,77,54,Early Blight
Tomato,Clay,7.0,24,91,118,Late Blight
Potato,Loamy,6.4,32,93,76,Early Blight
Potato,Sandy,6.7,35,92,64,Early Blight
Pepper,Loamy,7.2,31,57,120,Healthy
Pepper,Sandy,6.8,28,67,155,Healthy
Potato,Loamy,5.9,33,74,128,Early Blight
Tomato,Loamy,6.9,25,63,143,Healthy
Potato,Clay,5.8,18,85,136,Late Blight
Pepper,Loamy,7.0,23,77,63,Bacterial Spot
Potato,Loamy,6.9,35,94,35,Early Blight
Potato,Sandy,7.1,22,87,97,Early Blight
Tomato,Sandy,6.5,24,93,13,Early Blight
Pepper,Sandy,5.6,35,62,56,Healthy
Tomato,Loamy,6.8,25,77,18,Early Blight
Tomato,Sandy,6.5,28,81,126,Late Blight
Pepper,Sandy,7.0,25,72,26,Bacterial Spot
Tomato,Loamy,6.9,22,82,89,Early Blight
Tomato,Clay,7.1,29,57,118,Healthy
Pepper,Sandy,6.1,19,61,70,Healthy
Tomato,Loamy,6.7,31,83,134,Late Blight
Tomato,Loamy,6.4,34,87,153,Late Blight
Pepper,Loamy,5.8,33,63,64,Healthy
Pepper,Loamy,6.6,24,73,83,Bacterial Spot
Pepper,Sandy,6.9,27,68,72,Healthy
Potato,Clay,6.6,18,63,161,Healthy
Potato,Sandy,5.8,27,91,10,Early Blight
Pepper,Sandy,6.1,19,56,65,Healthy
Tomato,Loamy,6.4,34,65,155,Healthy
Tomato,Loamy,5.7,26,60,134,Healthy
Tomato,Loamy,6.3,31,82,126,Late Blight
Pepper,Sandy,6.5,27,94,36,Bacterial Spot
Pepper,Sandy,6.6,24,95,31,Bacterial Spot
Pepper,Sandy,6.5,19,61,162,Healthy
Pepper,Loamy,6.5,29,90,48,Bacterial Spot
Tomato,Loamy,6.3,31,83,79,Early Blight
Tomato,Loamy,6.5,20,83,105,Late Blight
Potato,Loamy,7.2,29,66,35,Healthy
Potato,Loamy,6.2,22,88,162,Late Blight
Potato,Sandy,6.6,28,62,90,Healthy
Pepper,Clay,7.2,32,62,21,Healthy
Pepper,Loamy,6.8,31,61,158,Healthy
Pepper,Loamy,6.3,32,63,156,Healthy
Potato,Loamy,5.6,29,85,22,Early Blight
Pepper,Sandy,6.0,25,65,75,Healthy
Potato,Clay,6.2,29,75,138,Early Blight
Potato,Clay,6.8,21,72,63,Early Blight
Tomato,Clay,6.7,33,80,43,Early Blight
Potato,Loamy,6.2,21,63,26,Healthy
Pepper,Sandy,7.1,28,87,29,Bacterial Spot
Pepper,Loamy,5.7,28,84,65,Bacterial Spot
Pepper,Loamy,6.4,20,81,13,Bacterial Spot
Potato,Clay,5.5,31,90,72,Early Blight
Tomato,Sandy,5.6,29,63,101,Healthy
Pepper,Clay,5.7,31,90,72,Bacterial Spot
Tomato,Clay,6.6,29,75,68,Early Blight
Potato,Loamy,6.1,23,72,11,Early Blight
Pepper,Clay,5.9,29,61,22,Healthy
Potato,Clay,6.0,26,67,130,Healthy
Tomato,Clay,5.7,20,83,127,Late Blight
Tomato,Clay,6.2,21,87,148,Late Blight
Potato,Clay,5.8,22,94,174,Late Blight
Pepper,Sandy,5.6,18,94,120,Bacterial Leaf Spot
Pepper,Loamy,6.6,18,94,129,Bacterial Leaf Spot
Pepper,Sandy,6.7,26,60,58,Healthy
Potato,Sandy,6.7,34,56,93,Healthy
Tomato,Loamy,6.9,35,55,78,Healthy
Potato,Clay,6.1,29,68,116,Healthy
Tomato,Sandy,5.9,25,57,135,Healthy
Potato,Sandy,6.7,31,85,144,Late Blight
Tomato,Clay,6.5,24,93,107,Late Blight
Pepper,Sandy,6.0,34,75,102,Bacterial Spot
Potato,Loamy,7.1,20,92,58,Early Blight
Tomato,Loamy,6.1,24,63,15,Healthy
Pepper,Loamy,6.8,21,84,21,Bacterial Spot
Pepper,Clay,5.7,20,71,104,Bacterial Spot
Tomato,Clay,7.2,19,70,35,Healthy
Tomato,Clay,5.7,32,58,46,Healthy
Tomato,Loamy,5.6,29,65,70,Healthy
Tomato,Loamy,6.8,24,90,32,Early Blight
Potato,Clay,6.9,32,62,33,Healthy
Potato,Loamy,5.7,30,71,29,Early Blight
Tomato,Clay,5.7,26,74,25,Early Blight
Tomato,Sandy,6.0,35,63,123,Healthy
Potato,Clay,5.5,19,70,142,Healthy
Potato,Sandy,7.1,20,59,95,Healthy
Potato,Loamy,5.6,22,60,154,Healthy
Pepper,Clay,6.7,18,67,33,Healthy
Potato,Clay,6.5,25,70,38,Healthy
Potato,Loamy,6.5,22,79,164,Early Blight
Potato,Clay,6.0,23,76,125,Early Blight
Pepper,Loamy,6.4,18,55,89,Healthy
Tomato,Loamy,6.0,35,82,131,Late Blight
Potato,Loamy,6.9,23,64,96,Healthy
Tomato,Sandy,6.1,20,59,145,Healthy
Tomato,Clay,6.0,26,63,35,Healthy
Potato,Sandy,6.7,22,62,46,Healthy
Potato,Clay,6.0,24,60,100,Healthy
Potato,Sandy,5.9,32,85,60,Early Blight
Tomato,Loamy,6.7,19,69,79,Healthy
Pepper,Sandy,6.1,22,86,139,Bacterial Leaf Spot
Tomato,Sandy,6.5,25,95,65,Early Blight
Tomato,Sandy,7.0,33,66,87,Healthy
Tomato,Loamy,6.1,24,73,172,Early Blight
Tomato,Sandy,6.1,22,80,61,Early Blight
Tomato,Clay,5.7,28,91,161,Late Blight
Tomato,Loamy,5.8,34,88,152,Late Blight
Pepper,Sandy,6.1,20,73,59,Bacterial Spot
Tomato,Loamy,6.8,31,70,176,Healthy
Tomato,Clay,6.3,35,90,51,Early Blight
Potato,Loamy,6.4,19,91,55,Early Blight
Potato,Loamy,5.7,20,86,178,Late Blight
Potato,Sandy,6.1,28,78,51,Early Blight
Pepper,Loamy,6.9,34,71,84,Bacterial Spot
Potato,Clay,6.5,19,82,113,Late Blight
Tomato,Sandy,6.9,23,60,87,Healthy
Potato,Loamy,7.1,25,92,17,Early Blight
Potato,Loamy,5.6,23,82,96,Early Blight
Potato,Loamy,6.3,30,83,175,Late Blight
Potato,Loamy,6.9,20,84,80,Early Blight
Tomato,Sandy,5.5,29,89,177,Late Blight
Pepper,Loamy,6.4,25,65,115,Healthy
Pepper,Sandy,6.0,34,76,152,Bacterial Spot
Pepper,Loamy,6.2,31,94,48,Bacterial Spot
Potato,Clay,6.7,22,63,11,Healthy
Potato,Sandy,5.7,29,59,104,Healthy
Tomato,Clay,6.3,24,60,163,Healthy
Tomato,Loamy,6.4,25,84,179,Late Blight
Potato,Clay,6.4,18,63,17,Healthy
Potato,Loamy,6.1,30,75,53,Early Blight
Potato,Clay,6.7,21,70,112,Healthy
Pepper,Loamy,6.3,23,62,158,Healthy
Potato,Clay,6.8,29,91,11,Early Blight
Tomato,Clay,6.3,18,85,107,Late Blight
Potato,Sandy,5.5,34,60,48,Healthy
Pepper,Loamy,5.6,23,87,161,Bacterial Leaf Spot
Tomato,Clay,5.7,32,80,40,Early Blight
Pepper,Sandy,6.0,21,70,129,Healthy
Tomato,Loamy,7.1,27,72,54,Early Blight
Potato,Clay,6.8,27,75,121,Early Blight
Tomato,Clay,6.7,24,84,79,Early Blight
Potato,Sandy,6.6,20,67,95,Healthy
Tomato,Clay,6.9,31,76,66,Early Blight
Potato,Sandy,6.4,31,86,138,Late Blight
Tomato,Clay,6.8,33,94,37,Early Blight
Tomato,Loamy,6.5,24,92,80,Early Blight
Tomato,Loamy,6.2,25,67,28,Healthy
Tomato,Loamy,5.9,25,81,128,Late Blight
Tomato,Clay,5.7,24,56,62,Healthy
Tomato,Loamy,6.6,18,83,39,Early Blight
Potato,Clay,6.9,27,55,157,Healthy
Pepper,Clay,5.5,25,70,96,Healthy
Potato,Loamy,6.3,34,67,149,Healthy
Tomato,Loamy,6.6,27,94,67,Early Blight
Potato,Loamy,6.1,19,68,127,Healthy
Potato,Loamy,6.9,26,56,124,Healthy
Pepper,Clay,6.6,31,78,174,Bacterial Spot
Pepper,Clay,6.8,18,71,100,Bacterial Spot
Tomato,Clay,5.6,28,66,48,Healthy
Tomato,Sandy,7.2,33,74,113,Early Blight
Tomato,Clay,6.9,28,59,124,Healthy
Potato,Sandy,6.9,28,65,94,Healthy
Tomato,Sandy,6.4,18,67,67,Healthy
Tomato,Loamy,6.5,22,95,168,Late Blight
Tomato,Loamy,7.0,19,66,57,Healthy
Pepper,Clay,6.8,24,74,13,Bacterial Spot
Pepper,Loamy,6.6,34,84,98,Bacterial Spot
Pepper,Sandy,5.7,29,94,15,Bacterial Spot
Potato,Sandy,5.8,29,74,150,Early Blight
Potato,Clay,7.0,31,84,20,Early Blight
Potato,Loamy,7.1,23,66,72,Healthy
Tomato,Clay,6.2,29,72,119,Early Blight
Tomato,Clay,6.0,26,82,79,Early Blight
Potato,Sandy,6.1,32,87,71,Early Blight
Pepper,Sandy,7.1,19,84,89,Bacterial Spot
Potato,Sandy,6.0,32,93,165,Late Blight
Tomato,Clay,6.2,27,75,123,Early Blight
Potato,Loamy,6.3,34,56,56,Healthy
Potato,Clay,6.2,18,79,153,Early Blight
Pepper,Loamy,5.8,29,56,71,Healthy
Pepper,Loamy,5.6,20,85,126,Bacterial Leaf Spot
Pepper,Loamy,6.9,24,55,174,Healthy
Pepper,Loamy,5.6,18,60,121,Healthy
Tomato,Clay,7.0,34,73,39,Early Blight
Potato,Clay,7.0,33,80,87,Early Blight
Pepper,Clay,6.1,23,92,87,Bacterial Spot
Potato,Sandy,6.8,32,62,175,Healthy
Potato,Loamy,6.9,20,59,17,Healthy
Tomato,Clay,6.7,22,64,29,Healthy
Potato,Sandy,6.6,27,65,63,Healthy
Pepper,Clay,7.1,26,85,16,Bacterial Spot
Tomato,Clay,6.9,30,77,19,Early Blight
Pepper,Clay,6.9,35,76,47,Bacterial Spot
Pepper,Loamy,5.7,25,89,170,Bacterial Leaf Spot
Pepper,Loamy,5.9,23,79,73,Bacterial Spot
Potato,Clay,7.1,19,76,90,Early Blight
Pepper,Sandy,6.6,30,68,83,Healthy
Potato,Sandy,6.1,19,95,152,Late Blight
Tomato,Loamy,7.0,32,70,37,Healthy
Potato,Loamy,7.0,28,95,102,Late Blight
Pepper,Loamy,6.6,18,84,173,Bacterial Leaf Spot
